Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
O Cafe,Fernando,Aciar,Male,Owner,Hispanic,482 Avenue Of The Americas,New York,NY,10011,Verified,(212) 229-2233,Theinfatuation.Com,Restaurants,$1-2.5 Million,B+
O-At-Ka Milk Prod Co-Op INC,William,Schreiber,Male,CEO,Western Europe,700 Ellicott St,Batavia,NY,14020,Verified,(585) 343-0536,Oatkamilk.Com,Dairy Products-Wholesale,,A
Oak Beverages Inc,Debbie,Boening,Female,Owner,Western Europe,800 Bradley Hill Rd,Blauvelt,NY,10913,Verified,(845) 353-1800,Oakbeveragesinc.Com,Beer & Ale-Wholesale,$10-20 Million,A+
Oaxaquena,Jose,Rosales,Male,Owner,Hispanic,9011 Jamaica Ave,Woodhaven,NY,11421,Verified,(718) 441-3010,NULL,Farms,"$500,000-1 Million",B
Oaxaquita Bella,Maria D,Morales Castil,Female,Manager,Hispanic,9006 Jamaica Ave,Woodhaven,NY,11421,Verified,(718) 805-8000,NULL,Restaurants,"Less Than $500,000",C+
Ocabanon,Michael,Faure,Male,Owner,Western Europe,245 W 29th St # 2,New York,NY,10001,Verified,(646) 669-7879,NULL,Restaurants,"$500,000-1 Million",B
Off The Hook,Cem,Bego,Male,Owner,Hispanic,2808 34th St,Astoria,NY,11103,Verified,(718) 721-2112,NULL,Beverages (Whls),$2.5-5 Million,B
Off The Wagon,Danny,Thomases,Male,Manager,Uncoded,109 Macdougal St,New York,NY,10012,Verified,(212) 533-4487,M.Nycbestbar.Com,Restaurants,$1-2.5 Million,B+
Off The Wall Frozen Yogurt,Joshua,Heller,Male,Owner,Western Europe,248 W 23rd St # 1,New York,NY,10011,Verified,(646) 590-4550,Offthewallyogurt.Com,Beverages (Whls),$5-10 Million,B
Ofrenda,Jorge,Guzman,Male,Owner,Hispanic,113 7th Ave S,New York,NY,10014,Verified,(212) 924-2305,Ofrendanyc.Com,Restaurants,$1-2.5 Million,B+
Old Field Vineyards,Chris,Baiz,Male,Owner,Hispanic,59600 Route 25,Southold,NY,11971,Verified,(631) 765-0004,Theoldfield.Com,Wineries (Mfrs),"$500,000-1 Million",B+
One Cancun,Luis,Ramirez,Male,President,Hispanic,3074 Coney Island Ave,Brooklyn,NY,11235,Verified,(718) 891-3334,NULL,Restaurants,"Less Than $500,000",C+
Orchard,Mitchell,Spitz,Male,Owner,Not Available,1367 Coney Island Ave,Brooklyn,NY,11230,Verified,(718) 377-1799,NULL,Fruit Baskets-Gift,"Less Than $500,000",B+
Orens Daily Roast Coffees-Teas,Josie,Garcia,Female,Manager,Hispanic,1574 1st Ave # 1,New York,NY,10028,Verified,(212) 737-2690,Orensdailyroast.Com,Restaurants,"Less Than $500,000",C+
Organika,Jairo,Barros,Male,Owner,Hispanic,89 7th Ave S,New York,NY,10014,Verified,(862) 452-4364,Organikanyc.Com,Restaurants,"$500,000-1 Million",B
Original American Chicken,Wilson,Rocano,Male,Owner,Uncoded,7807 37th Ave,Jackson Heights,NY,11372,Verified,(718) 651-0800,Theoriginalamericanchickenny.Com,Restaurants,"Less Than $500,000",B
Orlandos Restaurant Inc,Manuel,Rodrigues,Male,Owner,Hispanic,285 Commack Rd # 2,Commack,NY,11725,Verified,(631) 462-2999,Orlandosrestaurantofcommack.Com,Restaurants,"Less Than $500,000",B
"Ortiz, Julio",Julio,Ortiz,Male,,Hispanic,4702 Clarendon Rd,Brooklyn,NY,11203,Verified,(718) 451-0085,NULL,Grocers-Wholesale,$2.5-5 Million,B
Orza Bakery LLC,Vital,Tovar,Male,Owner,Hispanic,257 New Main St,Yonkers,NY,10701,Verified,(914) 965-5736,Orzabakery.Com,Bakers-Wholesale,$10-20 Million,A
Oscar's Smokehouse,Jake,Quintal,Male,Owner,Hispanic,22 Raymond Ln,Warrensburg,NY,12885,Verified,(518) 623-3431,Oscarsadksmokehouse.Com,Meat-Retail,$2.5-5 Million,A
Osteria Cotta,Steve,Franandez,Male,Manager,Hispanic,513 Columbus Ave,New York,NY,10024,Verified,(212) 873-8500,Eventective.Com,Restaurants,"$500,000-1 Million",B
Ovenly,Agatha,Kulaga,Female,Owner,Eastern European,31 Greenpoint Ave,Brooklyn,NY,11222,Verified,(347) 689-3608,NULL,Bakers-Retail,"Less Than $500,000",B
Ovosodo,Roberto,Ovosodo,Male,Owner,Hispanic,11060 Queens Blvd,Forest Hills,NY,11375,Verified,(718) 487-3524,Ww9.Ovosodonyc.Com,Restaurants,"Less Than $500,000",C+
P & Frank Liquor Inc,Pedro,Arias,Male,Owner,Hispanic,1262 Westchester Ave,Bronx,NY,10459,Verified,(718) 842-2637,NULL,Liquors-Wholesale,$2.5-5 Million,B
P S Select Foods Inc,Ray,Millan,Male,President,Hispanic,355 Food Center Dr # E3,Bronx,NY,10474,Verified,(718) 589-7000,NULL,Food Products (Whls),$5-10 Million,B+
Pamen Liquor Store Inc,Emilla,Mendez,Female,Owner,Hispanic,4122 Junction Blvd # 1,Corona,NY,11368,Verified,(718) 565-7402,NULL,Liquors-Retail,$1-2.5 Million,A
Pan Ugo Bakery,Yugo,Rengifo,Male,Owner,Hispanic,8442 Jamaica Ave,Jamaica,NY,11421,Verified,(718) 296-4543,Panugobakery.Com,Bakers-Retail,"Less Than $500,000",B
Panda Garden Restaurant,Coran,Kulian,,Owner,Centl & SW Asian,5917 Roosevelt Ave,Woodside,NY,11377,Verified,(718) 505-8888,NULL,Restaurants,"Less Than $500,000",C
Paola's,Paola,Marracino,Female,Owner,Hispanic,1295 Madison Ave,New York,NY,10128,Verified,(212) 794-1890,NULL,Restaurants,$1-2.5 Million,B+
Paper Enterprises Inc,Jordan,Sedler,Male,President,Western Europe,770 E 132nd St,Bronx,NY,10454,Verified,(718) 402-1200,Paperenterprisesusahome.Com,Paper-Manufacturers,$20-50 Million,B+
Paquitos Restaurant,George,Maldonado,Male,Owner,Hispanic,143 1st Ave # 1,New York,NY,10003,Verified,(212) 674-2071,NULL,Restaurants,"Less Than $500,000",B
Para Ti Colombia Con Sabor,Roseanna,Ortex,Female,Owner,Hispanic,17235 Hillside Ave,Jamaica,NY,11432,Verified,(718) 298-6096,NULL,Restaurants,"Less Than $500,000",C+
Park City Diner,Harry,Gentre,Male,Owner,Uncoded,101 Herricks Rd,New Hyde Park,NY,11040,Verified,(516) 747-9323,Parkcitydiner.Com,Restaurants,"Less Than $500,000",C+
Parrilla Latina Restaurant,Ivette,Ivaguirre,Female,Owner,Hispanic,2501 Webster Ave,Bronx,NY,10458,Verified,(718) 329-3000,NULL,Restaurants,"Less Than $500,000",C+
Parrilla Latina Restaurant Inc,Boscual,Ordaz,Male,Owner,Hispanic,614 Melrose Ave,Bronx,NY,10455,Verified,(718) 993-5894,NULL,Restaurants,"Less Than $500,000",B
Party & Bakery Supplies,Rochelle,Rodrigez,Female,Manager,Hispanic,509 E Dremont,Bronx,NY,10457,Verified,(718) 450-3236,NULL,Party Supplies,"Less Than $500,000",C
Pasta Cucina,Mario,Espana,Male,Owner,Hispanic,32 S Liberty Dr # 6,Stony Point,NY,10980,Verified,(845) 786-6060,Mariospastacucina.Com,Restaurants,"$500,000-1 Million",B+
Pasteles Capy,Esteban,Dorado,Male,Owner,Hispanic,242 E 116th St,New York,NY,10029,Verified,(646) 476-4154,Ilovecapy.Com,Bakers-Retail,"Less Than $500,000",B
Pastosa Ravioli,Benny,DE Rosa,Male,Owner,Hispanic,3817 Richmond Ave,Staten Island,NY,10312,Verified,(718) 356-4600,Pastosa.Com,Ravioli (Whls),$5-10 Million,B+
Pat LA Frieda Wholesale Meat,Pat,LA Frieda,Male,Owner,Hispanic,601 Washington St,New York,NY,10014,Verified,(212) 929-2420,Lafrieda.Com,Meat Products (Mfrs),$20-50 Million,A+
Patacon Pisao,Liliana,Velasquez,Female,Owner,Hispanic,8522 Grand Ave,Elmhurst,NY,11373,Verified,(718) 899-8922,Pataconpisaonyc.Com,Restaurants,"Less Than $500,000",B
Patisserie Claude,Pablo,Valdez,Male,Owner,Hispanic,187 W 4th St,New York,NY,10014,Verified,(212) 255-5911,NULL,Restaurants,"Less Than $500,000",B
Patisserie Des Ambassades,Gean,Shaq,Female,Manager,Uncoded,2200 Frederick Douglass Blvd,New York,NY,10026,Verified,(212) 666-0078,NULL,Restaurants,"$500,000-1 Million",B+
Patricia's Family Restaurant,Antonio,Alail,Male,Manager,Hispanic,35 Broadway,Brooklyn,NY,11249,Verified,(718) 218-9363,Patrizias.Com,Restaurants,"Less Than $500,000",B
Pattycakes,Patty,Ruez,Female,Owner,Hispanic,3447 Junction Blvd,Jackson Heights,NY,11372,Verified,(718) 651-5770,Pat-T-Cakes.Com,Bakers Supplies (Whls),$1-2.5 Million,B
Pedro Bar Restaurant,Rose,Rodriguez,Female,Manager,Hispanic,73 Jay St,Brooklyn,NY,11201,Verified,(718) 797-2851,Pedrosdumbo.Net,Restaurants,"Less Than $500,000",B
Peeled Snacks,Beth,Kennedy,Female,Vice President,Western Europe,530 3rd Ave # 2r,Brooklyn,NY,11215,Verified,(212) 706-2001,Peeledsnacks.Com,Manufacturers,$1-2.5 Million,B+
Pelham Liquors,Iverrse,Espimal,,Manager,Hispanic,2248 White Plains Rd,Bronx,NY,10467,Verified,(718) 696-2999,NULL,Liquors-Retail,"$500,000-1 Million",B
Penny Farthing,Joanne,Baldwin,Female,Manager,Western Europe,103 3rd Ave,New York,NY,10003,Verified,(212) 387-7300,Thepennyfarthingnyc.Com,Bars,$1-2.5 Million,B+
Penrose,Peter,Vasconcellos,Male,General Mgr,Hispanic,1590 2nd Ave # St,New York,NY,10028,Verified,(212) 203-2751,Penrosebar.Com,Restaurants,"$500,000-1 Million",B
People's Bakery,Catrina,Rosa,Female,Owner,Hispanic,2355 86th St,Brooklyn,NY,11214,Verified,(718) 372-2839,NULL,Bakers-Retail,"Less Than $500,000",B
Pepe Giallo,Anna,Dasilva,Female,Owner,Hispanic,195 10th Ave,New York,NY,10011,Verified,(212) 242-6055,Pepegiallo.Com,Beverages (Whls),$10-20 Million,A
Pepsi Beverages Co,Bob,Sherman,Male,Executive VP,Western Europe,11202 15th Ave,College Point,NY,11356,Verified,(718) 392-1018,NULL,Bottlers (Mfrs),$2.5-5 Million,A
Pepsi Beverages Co,Dan,Loura,Male,Director,Hispanic,11702 15th Ave,College Point,NY,11356,Verified,(914) 699-2620,Pepsico.Com,Bottlers (Mfrs),$100-500 Million,A+
Pepsi Beverages Co,Galo,Cadena,Male,Director,Hispanic,100 E Stevens Ave,Valhalla,NY,10595,Verified,(914) 742-4500,Pepsico.Com,Bottlers (Mfrs),$100-500 Million,A+
Pepsi Beverages Co,Jeffrey,Coniaris,Male,Vice President,Western Europe,100 Summit Lake Dr # 103,Valhalla,NY,10595,Verified,(914) 801-1500,Pepsico.Com,Bottlers (Mfrs),$50-100 Million,A
Pepsi Beverages Co,Lewis,Hatch,Male,Manager,Western Europe,1035 Bradley St,Watertown,NY,13601,Verified,(315) 788-6751,Pepsico.Com,Bottlers (Mfrs),$20-50 Million,A+
Pepsi Bottling Group,David,DE Lott,Male,Senior VP,Uncoded,650 Brush Ave,Bronx,NY,10465,Verified,(718) 828-1309,Pepsico.Com,Bottlers (Mfrs),$10-20 Million,A+
Pepsico Inc,Ramon L,Laguarta,Male,CEO,Uncoded,700 Anderson Hill Rd,Purchase,NY,10577,Verified,(914) 253-2000,Pepsico.Com,Soft Drink Products-Manufacturers,,A+
Pepsico North Amer Beverages,Kirk,Tanner,Male,CEO,Western Europe,700 Anderson Hill Rd,Purchase,NY,10577,Verified,(914) 253-2000,Pepsico.Com,Bottlers (Mfrs),,A+
Peralta Grocery,Maria,Peguero,Female,Owner,Hispanic,578 Ralph Ave # 1,Brooklyn,NY,11233,Verified,(718) 493-9888,NULL,Grocers-Wholesale,$2.5-5 Million,B
Pernod Ricard USA,Paul,Duffy,Male,CEO,Western Europe,100 Manhattanville Rd # 40,Purchase,NY,10577,Verified,(914) 848-4800,Pernod-Ricard-Usa.Com,Wines Brandy & Brandy Spirits (Mfrs),$20-50 Million,A+
Perry's Ice Cream Co Inc,Robert,Denning,Male,CEO,Scandinavian,1 Ice Cream Plz,Akron,NY,14001,Verified,(716) 542-5492,Perrysicecream.Com,Ice Cream & Frozen Desserts (Mfrs),$50-100 Million,A+
Petaluma,Victor,Jung,Male,Owner,Western Europe,1356 1st Ave # 1,New York,NY,10021,Verified,(212) 772-8800,NULL,Restaurants,$2.5-5 Million,A
Peter Luger Steak House,Mary,Spiera,Female,Owner,Uncoded,178 Broadway,Brooklyn,NY,11211,Verified,(718) 387-7400,Peterluger.Com,Restaurants,$2.5-5 Million,A
Peter's Meat Market,Peter,Servedio,Male,Owner,Hispanic,2344 Arthur Ave,Bronx,NY,10458,Verified,(718) 367-3136,Petersmeatmarket.Com,Beverages (Whls),$1-2.5 Million,B
Petrossian Boutique & Cafe,Alexandre,Petrossian,Male,Owner,Centl & SW Asian,182 W 58th St,New York,NY,10019,Verified,(212) 245-2214,Petrossian.Com,Restaurants,$5-10 Million,A
Phoenix Beverages Inc,Rod,Brayman,Male,Owner,Not Available,3788 Review Ave,Long Island City,NY,11101,Verified,(718) 609-7221,Forbee.Com,Beverages (Whls),$500m - $1 Billion,A
Picanteria El Austro,Jose,Guame,Male,Owner,Hispanic,3708 83rd St,Jackson Heights,NY,11372,Verified,(718) 396-9886,NULL,Restaurants,"Less Than $500,000",C
Picnic Food Corp,Brigido,Martinez,Male,Owner,Hispanic,3913 13th Ave,Brooklyn,NY,11218,Verified,(718) 435-0359,Perlapicnicfood.Com,Restaurants,"Less Than $500,000",C+
Piedmonte Ravioli,Miril,Piemonte,Male,Owner,Mediterranean,3436 65th St,Flushing,NY,11377,Verified,(718) 429-6076,NULL,Ravioli-Manufacturers,$1-2.5 Million,B
Pio Pio,Marcelo,Chasi,Male,Manager,Hispanic,604 10th Ave,New York,NY,10036,Verified,(212) 459-2929,Piopio.Com,Restaurants,"$500,000-1 Million",B
Pioneer Supermarket,Sergio,Fernandez,Male,Owner,Hispanic,2262 Jerome Ave,Bronx,NY,10453,Verified,(718) 584-0326,Pioneersupermarkets.Com,Grocers-Retail,$2.5-5 Million,B+
Pioneer Supermarket,Sergio,Fernandez,Male,Owner,Hispanic,256 Saint Anns Ave,Bronx,NY,10454,Verified,(718) 665-0140,NULL,Grocers-Retail,"$500,000-1 Million",B
Pioneer Supermarket,Eddie,Vargas,Male,Manager,Hispanic,616 Melrose Ave,Bronx,NY,10455,Verified,(718) 292-2735,Pioneersupermarkets.Com,Grocers-Retail,$2.5-5 Million,B+
Pizza Town Inc,Mario,Minissale,Male,Owner,Hispanic,85 5th Ave # A,Brooklyn,NY,11217,Verified,(718) 789-4040,NULL,Pizza,"Less Than $500,000",B
Play Wright Irish Pub,Kimberly,Grana,Female,Manager,Hispanic,27 W 35th St,New York,NY,10001,Verified,(212) 268-8868,NULL,Restaurants,"$500,000-1 Million",B+
Pocantico Resources Inc,Chris,Dilorenzo,Male,Owner,Mediterranean,55 S Broadway # 1,Tarrytown,NY,10591,Verified,(914) 631-1760,Pocanticoresources.Com,Food Products (Whls),$5-10 Million,B+
Pollos A LA Brasa Mario,Alfredo,Camargo,Male,Owner,Hispanic,1804 College Point Blvd,Flushing,NY,11356,Verified,(718) 961-7398,NULL,Restaurants,"Less Than $500,000",B
Pollos A LA Brosa Mario Rstrnt,Sigifredo,Camargo,Male,Owner,Hispanic,4019 Broadway,Astoria,NY,11103,Verified,(718) 932-2424,NULL,Restaurants,"$500,000-1 Million",B+
Pomodoro Ristorante & Pizzeria,Morrie,Levant,Male,Owner,Western Europe,51 Spring St,New York,NY,10012,Verified,(212) 966-9229,Pomodoro.Nyc,Pizza,"Less Than $500,000",B
Port Chester Beer Distributors,Jay,Nina,Male,Owner,Hispanic,315 N Main St,Port Chester,NY,10573,Verified,(914) 939-2020,Portchesterbeer.Com,Beer & Ale-Retail,$1-2.5 Million,B+
Restaurant Depot LLC,Stanley,Fleishman,Male,President,Not Available,1524 132nd St,College Point,NY,11356,Verified,(718) 939-6400,Restaurantdepot.Com,Restaurant Equipment & Supplies (Whls),,A+
Rich Products Corp,William G,Gisel Jr,Male,CEO,Western Europe,1 Robert Rich Way,Buffalo,NY,14213,Verified,(716) 878-8000,Richs.Com,Frozen Food Processors (Mfrs),,A+
Rich Products Corp,Jay,Gmerek,Male,Vice President,Eastern European,1150 Niagara St,Buffalo,NY,14213,Verified,(716) 878-8000,Richstemptations.Org,Restaurants,$20-50 Million,A
Rick's Liquor Corp,Chris,Escobar,Male,Manager,Hispanic,1029 Bedford Ave,Brooklyn,NY,11205,Verified,(718) 230-0002,NULL,Liquors-Retail,$1-2.5 Million,B
Ricky & Sepi Sport Cafe,Pedro,Osorio,Male,Owner,Hispanic,2278 Arthur Ave,Bronx,NY,10457,Verified,(646) 523-7886,NULL,Restaurants,"Less Than $500,000",C+
Ricky's Cafe,Layla,Menache,Female,Owner,Hispanic,7502 37th Ave,Jackson Heights,NY,11372,Verified,(718) 478-1360,NULL,Restaurants,"Less Than $500,000",B
Ridge Produce Inc,Vince,Alfonso,Male,Owner,Mediterranean,531 Tiffany St,Bronx,NY,10474,Verified,(718) 861-7555,Ridgeproduce.Com,Fruits & Vegetables-Wholesale,$20-50 Million,A+
Ridgewood Eats,Escobaur,Gongalez,Male,President,Hispanic,903 Seneca Ave,Ridgewood,NY,11385,Verified,(718) 366-3287,Ridgewoodeats.Com,Restaurants,"Less Than $500,000",B
Rincon Criollo,Jesus,Acosta,Male,Owner,Hispanic,4009 Junction Blvd,Corona,NY,11368,Verified,(718) 639-8158,NULL,Restaurants,"Less Than $500,000",B
Ripe Juice Bar & Grill,Peter,Kay,Male,Owner,Western Europe,7013 Austin St # 3,Forest Hills,NY,11375,Verified,(718) 261-2881,Ripejuicebar.Com,Restaurants,"$500,000-1 Million",B+
River Valley Foods Inc,Chuck,Boggs,Male,Owner,Western Europe,5881 Court Street Rd # 2,Syracuse,NY,13206,Verified,(315) 437-4636,NULL,Food Products (Whls),$50-100 Million,A+
Riverpark,Dusan,Vranic,Male,Director,Eastern European,450 E 29th St,New York,NY,10016,Verified,(212) 729-9790,Riverparknyc.Com,Restaurants,"$500,000-1 Million",B
Riverwind Vineyard LLC,Joanne,Clemente,Female,Manager,Hispanic,12 Old Stone Rd,Valley Cottage,NY,10989,Verified,(845) 638-6646,NULL,Vineyards,"Less Than $500,000",U
Roast Kitchen,Peter,Xenopolus,Male,Owner,Uncoded,740 7th Ave,New York,NY,10019,Verified,(212) 399-9100,Roastkitchen.Com,Restaurants,"$500,000-1 Million",B+
Rob Salamida Co Inc,Rob,Salamida,Male,Owner,Hispanic,16 Diment St,Johnson City,NY,13790,Verified,(607) 770-7046,NULL,Food Products & Manufacturers,$2.5-5 Million,A
Roberta's Grocery,Robert,Caban,Male,Owner,Hispanic,1980 Gildersleeve Ave # A,Bronx,NY,10473,Verified,(718) 842-1330,NULL,Grocers-Wholesale,$1-2.5 Million,C+
Rocatone Cuisine,Charmaine,Keene,Female,Owner,African American,3740 White Plains Rd,Bronx,NY,10467,Verified,(718) 654-6480,Rocatoneseafoodrestaurant.Ecwid.Com,Restaurants,"Less Than $500,000",B
Rock Beverages Inc,Jose,Peralta,Male,Other,Hispanic,47 Marginal St E # 2,Brooklyn,NY,11207,Verified,(646) 610-0642,Rockbeverages.Com,Beverages (Whls),$5-10 Million,B
Rokia African Markets,Rokia,Cisse,Female,Owner,African American,209 E 165th St # 5,Bronx,NY,10456,Verified,(718) 293-2530,NULL,African Goods-Retail,"Less Than $500,000",C+
Rolly Pollies,Danielle,Fleckenstein,Female,Owner,Western Europe,4058 N Buffalo St,Orchard Park,NY,14127,Verified,(716) 662-7424,Rpwny.Com,Orchards,"Less Than $500,000",C+
Romi Bakery Inc,Michael,DE Polo,Male,Owner,Hispanic,4417 30th Ave,Astoria,NY,11103,Verified,(718) 274-8959,NULL,Bakers-Retail,"Less Than $500,000",B+
Rosario Deli Grocery,Pedro,Rosario,Male,Manager,Hispanic,19219 Linden Blvd # 3,Jamaica,NY,11412,Verified,(718) 527-6361,NULL,Grocers-Wholesale,$2.5-5 Million,B
Rosarito Fish Shack,Julian,Medina,Male,Owner,Hispanic,168 Wythe Ave,Brooklyn,NY,11249,Verified,(718) 388-8833,NULL,Restaurants,"Less Than $500,000",C+
Rosemary's,Carlos,Suarez,Male,Owner,Hispanic,18 Greenwich Ave,New York,NY,10011,Verified,(212) 647-1818,Rosemarysnyc.Com,Restaurants,"$500,000-1 Million",B
Rosina Food Products,James,Corigliano,Male,President,Mediterranean,75 Industrial Pkwy,Buffalo,NY,14227,Verified,(716) 668-0123,Rosina.Com,Food Products (Whls),$50-100 Million,A+
Ruben Liquors,Brenda,Martinez,Female,Owner,Hispanic,241 Court St,Brooklyn,NY,11201,Verified,(718) 596-0576,NULL,Wines-Retail,$1-2.5 Million,B+
Rubens Empanadas,Denny,Torres,Male,Manager,Hispanic,77 Pearl St # 2,New York,NY,10004,Verified,(212) 361-6323,Rubensempanadastogo.Com,Restaurants,"Less Than $500,000",C+
Rubin Brothers Produce Corp,Marc,Rubin,Male,President,Not Available,147 148 Nyc Terminal Market,Bronx,NY,10474,Verified,(718) 589-3200,Rubinbros.Com,Fruits & Vegetables & Produce-Retail,$5-10 Million,A
Ruiz Albertina,Albertina,Ruiz,Female,Owner,Hispanic,30 W Merrick Rd,Freeport,NY,11520,Verified,(516) 546-5819,NULL,Restaurants,"Less Than $500,000",C+
S Katzman Produce Inc,Stephen,Katzman,Male,President,Not Available,772 Edgewater Rd,Bronx,NY,10474,Verified,(718) 991-4700,Katzmanproduce.Com,Fruits & Vegetables-Wholesale,$100-500 Million,A+
S Katzman Produce Inc,Mario,Andreani,Male,CEO,Mediterranean,A153 Hunts Point CO Op Mkt # 2,Bronx,NY,10474,Verified,(718) 893-2692,Katzmanproduce.Com,Fruits & Vegetables-Wholesale,$100-500 Million,A+
Sabanero Inc,Alfonso,Ibanez,Male,Owner,Hispanic,1934 38th St,Astoria,NY,11105,Verified,(718) 274-2121,NULL,Food Products (Whls),$5-10 Million,B
Sabin Meyer Corp,Stephen,Cauley,Male,Partner,Western Europe,97 Montgomery Ave,Scarsdale,NY,10583,Verified,(914) 771-4000,Smcfoodbroker.Com,Food Brokers (Whls),$20-50 Million,A
Sabor A Mexico II,Carman,Escamilla,Female,Manager,Hispanic,233 E 77th St,New York,NY,10075,Verified,(212) 439-8301,Saboramexicony.Com,Restaurants,"$500,000-1 Million",B+
Sabor Latino Restaurant,Luisa,Velez,Female,Owner,Hispanic,4120 White Plains Rd,Bronx,NY,10466,Verified,(718) 653-2222,NULL,Beverages (Whls),$2.5-5 Million,B
Sabores Restaurant,Francisca,Santos,Female,Manager,Hispanic,582 Morris Ave,Bronx,NY,10451,Verified,(718) 401-1653,NULL,Restaurants,"Less Than $500,000",B
Saffron Restaurant,Herbert,Duarte,Male,Owner,Hispanic,16150 Crossbay Blvd,Howard Beach,NY,11414,Verified,(347) 392-4152,Saffrontapasny.Com,Restaurants,"Less Than $500,000",B
Saggio,Peter,Simoes,Male,Manager,Hispanic,829 W 181st St,New York,NY,10033,Verified,(212) 795-3080,Saggionewyork.Net,Restaurants,"$500,000-1 Million",B
Saints Ann's Liquor Depot,Carlos,Ramos,Male,Owner,Hispanic,210 Saint Anns Ave,Bronx,NY,10454,Verified,(718) 401-3497,NULL,Liquors-Wholesale,$2.5-5 Million,B
Sala One Nine NYC,David,Segovia,Male,Manager,Hispanic,35 W 19th St # 1,New York,NY,10011,Verified,(212) 229-2300,Salaonenine.Com,Restaurants,$1-2.5 Million,B+
Sam's Club,Stan,Maneo,Male,Site Manager,Uncoded,333 Saw Mill River Rd,Elmsford,NY,10523,Verified,(914) 592-0023,Samsclub.Com,Wholesale Clubs,$50-100 Million,A+
Sam's Club,Marcy,Friedman,Female,Manager,Not Available,801 Frank Sottile Blvd,Kingston,NY,12401,Verified,(845) 382-1320,Samsclub.Com,Wholesale Clubs,$5-10 Million,A
Sammy's Grocery,Jose,Salas,Male,Owner,Hispanic,2500 Arthur Ave # B,Bronx,NY,10458,Verified,(718) 562-2578,NULL,Grocers-Wholesale,$1-2.5 Million,C+
San Juan Food Market Inc,Isabel,Liares,Female,Owner,Hispanic,919 E Tremont Ave,Bronx,NY,10460,Verified,(718) 861-3169,NULL,Grocers-Wholesale,$2.5-5 Million,B
Sancho's Restaurant,Celso,Rodriguez,Male,Owner,Hispanic,7410 3rd Ave,Brooklyn,NY,11209,Verified,(718) 748-0770,Sanchosrestaurant.Com,Restaurants,$2.5-5 Million,A
Santa Fe,Efrian,Farcirt,Female,Owner,Hispanic,6025 Broadway,Bronx,NY,10471,Verified,(718) 796-5095,Santafegrillandbar.Com,Restaurants,"Less Than $500,000",B
Santo Domingo,Concepcion,Alberto,Male,Owner,Hispanic,93 Clinton St # 2,New York,NY,10002,Verified,(212) 505-2029,NULL,Restaurants,"Less Than $500,000",B
Santos Fish Market,Eduardo,Santos,Male,Owner,Hispanic,2859 White Plains Rd,Bronx,NY,10467,Verified,(718) 547-0147,NULL,Seafood-Retail,"Less Than $500,000",C+
Sapore Italiano,Luis,Campoverde,Male,Owner,Hispanic,245 Harman St,Brooklyn,NY,11237,Verified,(718) 484-8008,Orderingonline.Com,Restaurants,"Less Than $500,000",C+
Sarabeth's West,Carlos,Blonco,Male,General Mgr,Hispanic,423 Amsterdam Ave # 1,New York,NY,10024,Verified,(212) 496-6280,Sarabethsrestaurants.Com,Restaurants,$2.5-5 Million,A
Saraghina,Ed,Mantelli,Male,Owner,Mediterranean,433 Halsey St,Brooklyn,NY,11233,Verified,(718) 574-0010,Saraghina.Com,Restaurants,"Less Than $500,000",C+
Saragosa Mexician Deli & Groc,Pompeyo,Martinez,Male,Owner,Hispanic,215 Avenue A # 1,New York,NY,10009,Verified,(212) 780-9204,NULL,Restaurants,"Less Than $500,000",C+
Saratoga Primal Your Local,Kevin,Wickert,Male,Owner,Western Europe,3057 Route 50,Saratoga Springs,NY,12866,Verified,(518) 306-4971,Primalyourlocalbutcher.Com,Meat-Retail,"$500,000-1 Million",B
Sarkissian,Maurice,Sarkissian,Male,Owner,Centl & SW Asian,3132 Webster Ave,Bronx,NY,10467,Verified,(718) 655-7125,NULL,Restaurant Equipment & Supplies (Whls),"$500,000-1 Million",C+
Save-A-Lot Food Stores,Christina,Martinez,Female,Manager,Hispanic,9505 Airport Plz,Dansville,NY,14437,Verified,(585) 204-4282,Savealot.Com,Grocers-Retail,$2.5-5 Million,A+
Schenectady Recycling-Rdmptn,Jafar,Gibson,Male,President,African American,1032 State St,Schenectady,NY,12307,Verified,(518) 382-5319,NULL,Beverages (Whls),$1-2.5 Million,C+
Sea Grape Wine Shop,Larry,Schwartz,Male,Owner,Not Available,512 Hudson St,New York,NY,10014,Verified,(212) 463-7688,Seagrapewines.Com,Liquors-Retail,$2.5-5 Million,A
Sea-Brooklyn,Steve,Anthony,Male,President,Western Europe,114 N 6th St,Brooklyn,NY,11249,Verified,(718) 384-8850,NULL,Restaurants,$2.5-5 Million,B+
Seasoned Vegan,Breanda,Beener,Female,Owner,African American,55 Saint Nicholas Ave,New York,NY,10026,Verified,(212) 222-0092,Seasonedvegan.Com,Restaurants,"Less Than $500,000",C
Seneca Shore Wine Cellars,David,DE Marco,Male,President,Hispanic,929 Davy Rd,Penn Yan,NY,14527,Verified,(315) 536-0882,Senecawine.Com,Wineries (Mfrs),$1-2.5 Million,A
